"","GEOID","B01003_001"
"501","17031291600",1057
"502","17031292200",2922
"503","17031292400",2421
"504","17031292500",4070
"505","17031300500",2781
"506","17031300600",3064
"507","17031300700",4778
"508","17031300800",4127
"509","17031300900",4382
"510","17031301100",2772
"511","17031301200",3435
"512","17031301600",5108
"513","17031301701",3994
"514","17031301702",4476
"515","17031301801",3840
"516","17031301802",3346
"517","17031301803",5506
"518","17031310200",1465
"519","17031310300",1696
"520","17031310400",1171
"521","17031310500",1387
"522","17031310600",4377
"523","17031310700",1456
"524","17031310800",4397
"525","17031310900",5466
"526","17031320100",12739
"527","17031320400",3167
"528","17031320600",4672
"529","17031330100",19015
"530","17031330200",3727
"531","17031340300",1792
"532","17031340400",2150
"533","17031340500",1638
"534","17031340600",995
"535","17031350100",2239
"536","17031350400",1856
"537","17031351000",3776
"538","17031351100",2102
"539","17031351400",1939
"540","17031351500",507
"541","17031360200",1583
"542","17031380100",1932
"543","17031380200",1845
"544","17031380500",800
"545","17031380700",1243
"546","17031381200",1792
"547","17031381400",1660
"548","17031381500",341
"549","17031381700",0
"550","17031381800",1034
"551","17031381900",1282
"552","17031390100",1464
"553","17031390200",1718
"554","17031390300",2830
"555","17031390400",2509
"556","17031390500",1462
"557","17031390600",1829
"558","17031390700",5377
"559","17031400300",1347
"560","17031400400",1886
"561","17031400500",1986
"562","17031400800",2847
"563","17031410100",2025
"564","17031410200",1562
"565","17031410500",2463
"566","17031410600",2643
"567","17031410700",2015
"568","17031410800",2987
"569","17031410900",3078
"570","17031411000",3128
"571","17031411100",2239
"572","17031411200",1681
"573","17031420100",1331
"574","17031420200",1688
"575","17031420300",2625
"576","17031420400",1180
"577","17031420500",1704
"578","17031420600",2017
"579","17031420700",3269
"580","17031420800",2077
"581","17031421200",1497
"582","17031430101",3431
"583","17031430102",2944
"584","17031430200",4866
"585","17031430300",2391
"586","17031430400",2934
"587","17031430500",3543
"588","17031430600",1732
"589","17031430700",2562
"590","17031430800",1549
"591","17031430900",1356
"592","17031431200",2975
"593","17031431301",3319
"594","17031431302",4161
"595","17031431400",6406
"596","17031440101",4020
"597","17031440102",3431
"598","17031440201",4805
"599","17031440202",3507
"600","17031440300",4775
"601","17031440600",1980
"602","17031440700",1513
"603","17031440800",1553
"604","17031440900",2403
"605","17031450300",3650
"606","17031460100",3133
"607","17031460200",2678
"608","17031460301",2917
"609","17031460302",3468
"610","17031460400",3458
"611","17031460500",4816
"612","17031460600",1044
"613","17031460700",2775
"614","17031461000",1533
"615","17031470100",2254
"616","17031480100",2208
"617","17031480200",1143
"618","17031480300",1159
"619","17031480400",5662
"620","17031480500",3016
"621","17031490300",2430
"622","17031490400",839
"623","17031490500",2084
"624","17031490600",1558
"625","17031490700",2834
"626","17031490800",4110
"627","17031490901",3768
"628","17031490902",4999
"629","17031491000",4584
"630","17031491100",4488
"631","17031491200",2097
"632","17031491300",2465
"633","17031491400",3221
"634","17031500100",3083
"635","17031500200",2113
"636","17031500300",1417
"637","17031510100",3027
"638","17031510200",2801
"639","17031510300",5260
"640","17031520100",2019
"641","17031520200",3572
"642","17031520300",6058
"643","17031520400",4186
"644","17031520500",5112
"645","17031520600",2824
"646","17031530100",2252
"647","17031530200",4296
"648","17031530300",4607
"649","17031530400",1973
"650","17031530501",4704
"651","17031530502",1419
"652","17031530503",5846
"653","17031530600",2636
"654","17031540101",3881
"655","17031540102",3513
"656","17031550100",6523
"657","17031550200",2861
"658","17031560100",1605
"659","17031560200",1724
"660","17031560300",3283
"661","17031560400",1727
"662","17031560700",3726
"663","17031560800",6219
"664","17031560900",5263
"665","17031561000",5541
"666","17031561100",5531
"667","17031570100",1294
"668","17031570200",1978
"669","17031570300",5773
"670","17031570400",1732
"671","17031570500",2392
"672","17031580100",2885
"673","17031580200",3534
"674","17031580300",2502
"675","17031580400",4551
"676","17031580501",4881
"677","17031580502",5264
"678","17031580600",5297
"679","17031580700",6356
"680","17031580800",2123
"681","17031590500",1791
"682","17031590600",3415
"683","17031590700",3379
"684","17031600400",4602
"685","17031600600",2992
"686","17031600700",2576
"687","17031600900",3605
"688","17031610300",5875
"689","17031610400",2135
"690","17031610800",1595
"691","17031611000",918
"692","17031611100",2307
"693","17031611200",2545
"694","17031611300",2481
"695","17031611400",3298
"696","17031611500",3197
"697","17031611600",1509
"698","17031611700",1490
"699","17031611800",2316
"700","17031611900",1798
"701","17031612000",1355
"702","17031612100",1013
"703","17031620100",4782
"704","17031620200",2286
"705","17031620300",7706
"706","17031620400",4436
"707","17031630100",841
"708","17031630200",2089
"709","17031630300",5614
"710","17031630400",7317
"711","17031630500",6464
"712","17031630800",7616
"713","17031630900",5123
"714","17031640100",1600
"715","17031640300",6954
"716","17031640400",3874
"717","17031640500",3779
"718","17031640600",4246
"719","17031640700",3644
"720","17031640800",1794
"721","17031650100",4278
"722","17031650200",7558
"723","17031650301",5568
"724","17031650302",4216
"725","17031650400",6979
"726","17031650500",4509
"727","17031660301",1537
"728","17031660302",5250
"729","17031660400",6319
"730","17031660500",5075
"731","17031660600",5883
"732","17031660700",2041
"733","17031660800",5109
"734","17031660900",4647
"735","17031661000",5114
"736","17031661100",6544
"737","17031670100",1069
"738","17031670200",953
"739","17031670300",1034
"740","17031670400",1680
"741","17031670500",1143
"742","17031670600",1068
"743","17031670700",1140
"744","17031670800",1333
"745","17031670900",1717
"746","17031671100",1088
"747","17031671200",988
"748","17031671300",2078
"749","17031671400",1390
"750","17031671500",2700
"751","17031671600",1917
"752","17031671800",1292
"753","17031671900",1241
"754","17031672000",4239
"755","17031680500",1375
"756","17031680600",1594
"757","17031680900",3143
"758","17031681000",2458
"759","17031681100",3097
"760","17031681200",2664
"761","17031681300",2325
"762","17031681400",2570
"763","17031690300",2393
"764","17031690400",3253
"765","17031690500",736
"766","17031690900",4305
"767","17031691000",2444
"768","17031691100",3304
"769","17031691200",3027
"770","17031691300",2721
"771","17031691400",2807
"772","17031691500",2013
"773","17031700100",3479
"774","17031700200",6708
"775","17031700301",6592
"776","17031700302",5469
"777","17031700401",6301
"778","17031700402",4337
"779","17031700501",7469
"780","17031700502",3437
"781","17031710100",1188
"782","17031710200",4925
"783","17031710300",1444
"784","17031710400",5458
"785","17031710500",4268
"786","17031710600",1934
"787","17031710700",2941
"788","17031710800",4719
"789","17031710900",2153
"790","17031711000",3098
"791","17031711100",2283
"792","17031711200",4986
"793","17031711300",1780
"794","17031711400",2424
"795","17031711500",2677
"796","17031720100",3381
"797","17031720200",4043
"798","17031720300",4208
"799","17031720400",1953
"800","17031720500",2199
"801","17031720600",1758
"802","17031720700",3280
"803","17031730100",2567
"804","17031730201",5719
"805","17031730202",3439
"806","17031730300",1126
"807","17031730400",4129
"808","17031730500",4507
"809","17031730600",3621
"810","17031730700",2345
"811","17031740100",3128
"812","17031740200",6523
"813","17031740300",4957
"814","17031740400",4669
"815","17031750100",4014
"816","17031750200",2868
"817","17031750300",2452
"818","17031750400",3212
"819","17031750500",6403
"820","17031750600",3426
"821","17031760801",4020
"822","17031760802",2540
"823","17031760803",5579
"824","17031770201",5919
"825","17031770202",4828
"826","17031770300",6946
"827","17031770400",4887
"828","17031770500",4142
"829","17031770601",3411
"830","17031770602",5285
"831","17031770700",2643
"832","17031770800",5463
"833","17031770901",5253
"834","17031770902",3634
"835","17031800100",2574
"836","17031800200",6349
"837","17031800300",3505
"838","17031800400",3844
"839","17031800500",5073
"840","17031800600",2454
"841","17031800700",5146
"842","17031800800",2268
"843","17031800900",4431
"844","17031801000",4975
"845","17031801100",4754
"846","17031801200",3578
"847","17031801300",4501
"848","17031801400",2999
"849","17031801500",6055
"850","17031801601",4683
"851","17031801603",4159
"852","17031801605",5436
"853","17031801606",5867
"854","17031801607",5335
"855","17031801608",6916
"856","17031801701",3818
"857","17031801702",4693
"858","17031801800",6006
"859","17031801901",4299
"860","17031801902",3613
"861","17031802002",5297
"862","17031802003",2557
"863","17031802004",5404
"864","17031802100",3463
"865","17031802200",4573
"866","17031802300",5283
"867","17031802402",5549
"868","17031802403",1436
"869","17031802404",7731
"870","17031802503",5925
"871","17031802504",6921
"872","17031802505",6526
"873","17031802506",2685
"874","17031802605",6962
"875","17031802607",1455
"876","17031802608",6483
"877","17031802609",6656
"878","17031802610",1727
"879","17031802701",7035
"880","17031802702",4508
"881","17031802801",4756
"882","17031802802",6638
"883","17031802900",5884
"884","17031803005",2704
"885","17031803007",4791
"886","17031803008",4549
"887","17031803010",5214
"888","17031803012",2279
"889","17031803013",5533
"890","17031803014",3434
"891","17031803015",4370
"892","17031803016",2610
"893","17031803017",6137
"894","17031803100",3442
"895","17031803200",5494
"896","17031803300",5857
"897","17031803400",6120
"898","17031803500",5827
"899","17031803603",6495
"900","17031803604",4197
"901","17031803605",7286
"902","17031803606",9177
"903","17031803607",4885
"904","17031803608",7677
"905","17031803610",7518
"906","17031803611",5897
"907","17031803612",3614
"908","17031803701",2746
"909","17031803702",6051
"910","17031803800",4620
"911","17031803901",3487
"912","17031803902",3507
"913","17031804000",4659
"914","17031804102",6941
"915","17031804104",4899
"916","17031804105",4088
"917","17031804106",7179
"918","17031804108",4050
"919","17031804109",2915
"920","17031804201",8601
"921","17031804202",7440
"922","17031804305",7612
"923","17031804306",5589
"924","17031804308",5603
"925","17031804309",3162
"926","17031804310",9036
"927","17031804311",8540
"928","17031804403",6882
"929","17031804404",5392
"930","17031804405",3286
"931","17031804406",6685
"932","17031804505",3391
"933","17031804506",5151
"934","17031804507",12596
"935","17031804508",2439
"936","17031804509",6329
"937","17031804510",6639
"938","17031804511",2742
"939","17031804603",6016
"940","17031804606",7264
"941","17031804607",6846
"942","17031804608",3524
"943","17031804609",5898
"944","17031804610",2385
"945","17031804611",4546
"946","17031804701",6752
"947","17031804705",4100
"948","17031804706",2513
"949","17031804709",5868
"950","17031804710",3972
"951","17031804711",8325
"952","17031804712",5241
"953","17031804713",4868
"954","17031804714",3397
"955","17031804715",3192
"956","17031804716",4875
"957","17031804803",6155
"958","17031804804",6636
"959","17031804805",6456
"960","17031804806",3779
"961","17031804807",5106
"962","17031804808",2779
"963","17031804809",4251
"964","17031804810",7264
"965","17031804901",6469
"966","17031804902",5494
"967","17031805001",4792
"968","17031805002",6227
"969","17031805105",7258
"970","17031805106",2990
"971","17031805107",6916
"972","17031805108",6685
"973","17031805109",4179
"974","17031805110",4410
"975","17031805111",7915
"976","17031805112",3276
"977","17031805201",3776
"978","17031805202",4445
"979","17031805301",3119
"980","17031805302",3795
"981","17031805401",3856
"982","17031805402",4677
"983","17031805501",4091
"984","17031805502",3983
"985","17031805600",4368
"986","17031805701",4998
"987","17031805702",2010
"988","17031805801",2490
"989","17031805802",4762
"990","17031805901",4266
"991","17031805902",6405
"992","17031806001",5912
"993","17031806002",7168
"994","17031806003",7756
"995","17031806004",7537
"996","17031806102",3715
"997","17031806103",4999
"998","17031806104",4790
"999","17031806201",4635
"1000","17031806202",4453
"1001","17031806300",4462
"1002","17031806400",2435
"1003","17031806501",2509
"1004","17031806502",4679
"1005","17031806600",3629
"1006","17031806700",4116
"1007","17031806801",4156
"1008","17031806802",3067
"1009","17031806900",4867
"1010","17031807000",6110
"1011","17031807100",3400
"1012","17031807200",5153
"1013","17031807300",8024
"1014","17031807400",6922
"1015","17031807500",3507
"1016","17031807600",6202
"1017","17031807700",5703
"1018","17031807800",2825
"1019","17031807900",4148
"1020","17031808001",3675
"1021","17031808002",4814
"1022","17031808100",3604
"1023","17031808200",5524
"1024","17031808301",6006
"1025","17031808302",3617
"1026","17031808400",4462
"1027","17031808500",4094
"1028","17031808600",2077
"1029","17031808702",5351
"1030","17031808800",3764
"1031","17031808900",4179
"1032","17031809000",4200
"1033","17031809100",3355
"1034","17031809200",4678
"1035","17031809300",4687
"1036","17031809400",5463
"1037","17031809500",4026
"1038","17031809600",3177
"1039","17031809700",4018
"1040","17031809800",2754
"1041","17031809900",2964
"1042","17031810000",4744
"1043","17031810100",4472
"1044","17031810200",6244
"1045","17031810301",4214
"1046","17031810302",3267
"1047","17031810400",5368
"1048","17031810501",5170
"1049","17031810502",5391
"1050","17031810600",4408
"1051","17031810701",5035
"1052","17031810702",4085
"1053","17031810800",5178
"1054","17031810900",6382
"1055","17031811000",4151
"1056","17031811100",6077
"1057","17031811200",5381
"1058","17031811301",4726
"1059","17031811302",3596
"1060","17031811401",4899
"1061","17031811402",4440
"1062","17031811500",6142
"1063","17031811600",6316
"1064","17031811701",3787
"1065","17031811702",4894
"1066","17031811800",5402
"1067","17031811900",5899
"1068","17031812000",5316
"1069","17031812100",4582
"1070","17031812200",4010
"1071","17031812301",4250
"1072","17031812302",2823
"1073","17031812400",3384
"1074","17031812500",3131
"1075","17031812600",3234
"1076","17031812700",3355
"1077","17031812801",3204
"1078","17031812802",2533
"1079","17031812900",4756
"1080","17031813000",3798
"1081","17031813100",4703
"1082","17031813200",4466
"1083","17031813301",3492
"1084","17031813302",3809
"1085","17031813400",8197
"1086","17031813500",6707
"1087","17031813600",5000
"1088","17031813701",3906
"1089","17031813702",3721
"1090","17031813801",2938
"1091","17031813802",5080
"1092","17031813900",7068
"1093","17031814000",5256
"1094","17031814100",3859
"1095","17031814200",6320
"1096","17031814300",4786
"1097","17031814400",8020
"1098","17031814500",5576
"1099","17031814600",5733
"1100","17031814700",5824
"1101","17031814800",5960
"1102","17031814900",6935
"1103","17031815000",3981
"1104","17031815100",4361
"1105","17031815200",6106
"1106","17031815300",3610
"1107","17031815400",5037
"1108","17031815500",8820
"1109","17031815600",5104
"1110","17031815701",3675
"1111","17031815702",5191
"1112","17031815800",1572
"1113","17031815900",4849
"1114","17031816000",3202
"1115","17031816100",6076
"1116","17031816200",3769
"1117","17031816300",5164
"1118","17031816401",5382
"1119","17031816402",4256
"1120","17031816500",4582
"1121","17031816600",4687
"1122","17031816700",2826
"1123","17031816800",5366
"1124","17031816900",5788
"1125","17031817000",5436
"1126","17031817101",4594
"1127","17031817102",3347
"1128","17031817200",4717
"1129","17031817300",2329
"1130","17031817400",4065
"1131","17031817500",3659
"1132","17031817600",4093
"1133","17031817700",5118
"1134","17031817900",5796
"1135","17031818000",4167
"1136","17031818100",2512
"1137","17031818200",4405
"1138","17031818300",6004
"1139","17031818401",3729
"1140","17031818402",3251
"1141","17031818500",5284
"1142","17031818600",4880
"1143","17031818700",3543
"1144","17031818800",5606
"1145","17031818900",4611
"1146","17031819000",4513
"1147","17031819100",4738
"1148","17031819200",5916
"1149","17031819300",2753
"1150","17031819400",5463
"1151","17031819500",3356
"1152","17031819600",3750
"1153","17031819700",5769
"1154","17031819801",5600
"1155","17031819802",2649
"1156","17031819900",3382
"1157","17031820000",2223
"1158","17031820101",6799
"1159","17031820103",4265
"1160","17031820104",4182
"1161","17031820201",8171
"1162","17031820202",3364
"1163","17031820300",5406
"1164","17031820400",5992
"1165","17031820501",6158
"1166","17031820502",5114
"1167","17031820603",5778
"1168","17031820604",4161
"1169","17031820605",4309
"1170","17031820606",3719
"1171","17031820700",6775
"1172","17031820800",4220
"1173","17031820901",5610
"1174","17031820902",4978
"1175","17031821001",5069
"1176","17031821002",5517
"1177","17031821101",4506
"1178","17031821102",4246
"1179","17031821200",6543
"1180","17031821300",5463
"1181","17031821401",3862
"1182","17031821402",3071
"1183","17031821500",1833
"1184","17031821600",4574
"1185","17031821700",4860
"1186","17031821800",5440
"1187","17031821900",4922
"1188","17031822000",4344
"1189","17031822101",4336
"1190","17031822102",4779
"1191","17031822200",4060
"1192","17031822301",3767
"1193","17031822302",4755
"1194","17031822400",6105
"1195","17031822500",4369
"1196","17031822601",4669
"1197","17031822602",7404
"1198","17031822701",4556
"1199","17031822702",3460
"1200","17031822801",3113
"1201","17031822802",3402
"1202","17031822900",2123
"1203","17031823001",6272
"1204","17031823002",5830
"1205","17031823101",4414
"1206","17031823102",3577
"1207","17031823200",4626
"1208","17031823302",6374
"1209","17031823303",4380
"1210","17031823304",5887
"1211","17031823400",5029
"1212","17031823500",4866
"1213","17031823602",6418
"1214","17031823603",2307
"1215","17031823604",3673
"1216","17031823605",4085
"1217","17031823702",6361
"1218","17031823703",7657
"1219","17031823704",4306
"1220","17031823705",4962
"1221","17031823801",5439
"1222","17031823803",6943
"1223","17031823805",2823
"1224","17031823806",3777
"1225","17031823901",3735
"1226","17031823903",4731
"1227","17031823904",4153
"1228","17031824003",6383
"1229","17031824004",5657
"1230","17031824005",5578
"1231","17031824006",4254
"1232","17031824105",6436
"1233","17031824106",6775
"1234","17031824107",6957
"1235","17031824108",8129
"1236","17031824113",7237
"1237","17031824114",5173
"1238","17031824115",3743
"1239","17031824116",5299
"1240","17031824117",9699
"1241","17031824119",5697
"1242","17031824120",9029
"1243","17031824121",3197
"1244","17031824122",6374
"1245","17031824123",7929
"1246","17031824300",4410
"1247","17031824400",2197
"1248","17031824503",7133
"1249","17031824505",6647
